,Company,"Company, City, State, ZIP",Fatality or Catastrophe,Inspection #,Preliminary Description of Incident,Summary Report Date,Unnamed: 4,Victim(s),date,place,lat,lng
1912,"Advanced Technology Services, Inc., East Peoria, IL 61630-1290",,,,Worker checking for a hydraulic leak inside of a machine for cooling heated metal (quenching) was killed when the machine's lid crushed him.,04/23/11,,,04/17/11,"Advanced Technology Services, Inc., East Peoria, IL 61630-1290",40.787154,-89.62400799999999
1913,"Berry Family of Nurseries, Hulbert, OK 74441",,,,Worker driving a farm tractor downhill was killed after losing control and being ejected and run over by the tractor.,04/23/11,,,04/17/11,"Berry Family of Nurseries, Hulbert, OK 74441",35.9303209,-95.23917139999999
1914,"Ancien Wines, Inc., Napa, CA 94559",,,,Worker died after falling from ladder while transferring wine between storage tanks.,04/23/11,,,04/20/11,"Ancien Wines, Inc., Napa, CA 94559",38.296323,-122.235784
1915,"Western Metal Recycling, Pueblo, CO 81004",,,,Worker cutting a pressurized tank with a torch was killed when the tank exploded.,04/23/11,,,04/20/11,"Western Metal Recycling, Pueblo, CO 81004",38.2544472,-104.6091409
1916,"Pilot Travel Center # 726, Dallas, TX 75241",,,,Worker cleaning a truck parking lot and was struck and killed by a tractor trailer.,04/30/11,,,01/26/11,"Pilot Travel Center # 726, Dallas, TX 75241",32.6563734,-96.75170290000001
1917,"Lighting Technologies, LP., Greenville, TX 75402",,,,Worker retrofitting fixtures in an outdoor canopy was electrocuted after contacting an energized 277-volt electrical circuit.,04/30/11,,,04/12/11,"Lighting Technologies, LP., Greenville, TX 75402",33.0969903,-96.10384669999999
1918,"Vice Construction, Inc., Westwego, LA 70094",,,,Worker was struck by the hammer of a pile driver.,04/30/11,,,04/16/11,"Vice Construction, Inc., Westwego, LA 70094",29.935415,-90.144335
1919,"Barnhill Contracting Company, Tarboro, NC 27886",,,,Worker was struck by a dump truck.,04/30/11,,,04/18/11,"Barnhill Contracting Company, Tarboro, NC 27886",35.9551042,-77.7264142
1920,"Larry Eckert & Son, Orrington, ME 04474",,,,Worker cutting down an oak tree was crushed between the skidder tire and tree.,04/30/11,,,04/19/11,"Larry Eckert & Son, Orrington, ME 04474",44.7202096,-68.7904626
1921,"Erosion Barrier Installations, Corp., Estero, FL 33928",,,,Worker surveying sediment in a retention pond drowned.,04/30/11,,,04/21/11,"Erosion Barrier Installations, Corp., Estero, FL 33928",26.4300566,-81.8021651
1922,"Hesse Industrial Sales Inc. dba Texas Manufacturing, Houston, TX 77092",,,,Worker using a forklift to load bundles of sprinkler pipes onto a flatbed trailer was crushed between the delivery truck and trailer after the forklift moved forward.,04/30/11,,,04/21/11,"Hesse Industrial Sales Inc. dba Texas Manufacturing, Houston, TX 77092",29.8265052,-95.46729619999999
1923,"Roofing Concepts Unlimited/Florida, Inc., Boynton Beach, FL 33472",,,,Worker performing roof work on a one-story building was killed after falling 13 feet to the concrete floor.,04/30/11,,,04/21/11,"Roofing Concepts Unlimited/Florida, Inc., Boynton Beach, FL 33472",26.281831,-80.28450099999999
1924,"Canton Drop Forge, Canton, OH 44706",,,,"Worker was crushed between a parts bucket, barrel, and table after one of the bucket's cables broke.",04/30/11,,,04/22/11,"Canton Drop Forge, Canton, OH 44706",40.782298,-81.43149
1925,"SER Construction Partners, LLC., Houston, TX 77021",,,,A concrete finisher was killed after a truck carrying concrete lost control and ran over him.,04/30/11,,,04/22/11,"SER Construction Partners, LLC., Houston, TX 77021",29.7473217,-95.380005
1926,"Youngblood Scrap and Metals, Longview, TX 75604",,,,Worker using a propane and oxygen torch to cut a fuel tank was killed when the tank exploded.,04/30/11,,,04/22/11,"Youngblood Scrap and Metals, Longview, TX 75604",32.485587,-94.7623366
1927,"All American Recycling Corporation, Jersey City, NJ 07307",,,,Worker performing maintenance on a wheel loader was crushed between a forklift and a packer truck.,04/30/11,,,04/23/11,"All American Recycling Corporation, Jersey City, NJ 07307",40.7397376,-74.0446218
1928,"Ace Ethanol, LLC., Stanley, WI 54768",,,,Worker died while performing cleaning operations inside a grain storage bin.,04/30/11,,,04/25/11,"Ace Ethanol, LLC., Stanley, WI 54768",44.9597012,-90.96101180000001
1929,"Cleco Power, LLC., Natchitoches, LA 71457",,,,Worker deciding how to fix a live wire hanging three feet from the ground was electrocuted after accidentally stepping on the wire.,04/30/11,,,04/25/11,"Cleco Power, LLC., Natchitoches, LA 71457",31.7813763,-93.107078
1930,"The Other Place, New Braunfels, TX 78130",,,,Worker drowned in a river while trying to remove a rope swing from a tree.,04/30/11,,,04/25/11,"The Other Place, New Braunfels, TX 78130",29.7017081,-98.11753399999999
1931,"TK Stanley, Inc., Waynesboro, MS 39367",,,,"Worker dismantling an oil well flare stack was killed when the flare stack fell over, striking the worker's back.",04/30/11,,,04/25/11,"TK Stanley, Inc., Waynesboro, MS 39367",31.6767127,-88.66970669999999
1932,"B&H Auto Repair, Los Angeles, CA 90016",,,,Worker pouring gas from bucket into vehicle was killed by flash/fire explosion ignited from nearby work light.,04/30/11,,,04/26/11,"B&H Auto Repair, Los Angeles, CA 90016",34.0360055,-118.3667194
1933,"Grant Mackay Demolition Co., Galveston, TX 77550",,,,Construction worker was killed when the second level of a structure being demolished collapsed on top of him.,04/30/11,,,04/26/11,"Grant Mackay Demolition Co., Galveston, TX 77550",29.79700579999999,-95.25902099999999
1934,"Harrington Forestry, Inc., Ashdown, AR 71822",,,,Worker adjusting the brakes underneath a tractor trailer was crushed when the truck rolled forward.,04/30/11,,,04/27/11,"Harrington Forestry, Inc., Ashdown, AR 71822",33.6866707,-94.1376787
1935,"Hudmon Construction Co., Inc., Montgomery, AL 36104",,,,Worker walking behind a bulldozer with a laser sight was killed when bulldozer operator backed up and over the worker.,04/30/11,,,04/27/11,"Hudmon Construction Co., Inc., Montgomery, AL 36104",32.3959199,-86.30936059999999
1936,"Mike Smith, Inc., Ft. Pierce, FL 34945",,,,Worker operating a backhoe to clean a canal drowned when the backhoe slid into the canal.,04/30/11,,,04/27/11,"Mike Smith, Inc., Ft. Pierce, FL 34945",27.4474724,-80.39910909999999
1937,"Austin Bridge & Road L.P., Tunica, LA 70782",,,,Worker died after the aerial lift the worker was driving ran off the road and tipped over.,04/30/11,,,04/28/11,"Austin Bridge & Road L.P., Tunica, LA 70782",34.6406862,-90.38343569999999
1938,"Moo's Machine Works, Inc., Honolulu, HI 96819",,,,Worker testing an articulating boom was killed when the boom fell and struck him.,05/07/11,,,04/07/11,"Moo's Machine Works, Inc., Honolulu, HI 96819",21.3378446,-157.8997984
1939,"Rubbermaid Consumer, Winfield, KS 67056",,,,Warehouse worker operating a conveyor died after falling seven feet from a steel rolling ladder to the concrete floor.,05/07/11,,,04/07/11,"Rubbermaid Consumer, Winfield, KS 67056",37.242384,-96.9405378
1940,"Donaldson Enterprises Inc, Waipahi, HI 96797",,,,Five workers were killed and one injured after an explosion occurred while destroying illegal fireworks.,05/07/11,,,04/08/11,"Donaldson Enterprises Inc, Waipahi, HI 96797",21.4214191,-157.9969728
1941,"City of Eugene, Eugene, OR 97401",,,,Police officer shot while approaching a vehicle during a traffic stop.,05/07/11,,,04/21/11,"City of Eugene, Eugene, OR 97401",44.052,-123.09038
1942,"Sprouse Farms, Inc., Plant City, FL 33567",,,,Worker was picking strawberries and fainted; possible heat stress.,05/07/11,,,04/21/11,"Sprouse Farms, Inc., Plant City, FL 33567",27.957289,-82.128857
1943,"Coastal Shoring, LLC., New Orleans, LA 70128",,,,Worker installing safety cribbing underneath an elevated house was killed when the house shifted and fell on top of him.,05/07/11,,,04/28/11,"Coastal Shoring, LLC., New Orleans, LA 70128",30.05597,-89.950052
1944,"TJN Enterprises, Sioux Fall, SD 57104",,,,Worker was struck and run over by a truck.,05/07/11,,,04/28/11,"TJN Enterprises, Sioux Fall, SD 57104",43.547217,-96.79464399999999
1945,"Zellner Tire Center, LLC., Blenker, WI 54415",,,,Worker using a jack to elevate and repair a truck's brakes was crushed when the truck fell off the jack and onto his chest.,05/07/11,,,04/30/11,"Zellner Tire Center, LLC., Blenker, WI 54415",44.6133258,-89.915925
1946,"Braden Drilling, LLC., Smyrna, NY 13464",,,,Worker died after being caught between a steel staircase on a reach forklift and a drilling rig trailer.,05/07/11,,,05/01/11,"Braden Drilling, LLC., Smyrna, NY 13464",42.676196,-75.622101
1947,"Capitol Roofing, Cheyenne, WY 82002",,,,Worker cutting roofing material at the edge of a roof was killed when he slipped and fell to the ground.,05/07/11,,,05/03/11,"Capitol Roofing, Cheyenne, WY 82002",41.116119,-104.792278
1948,"Crockett County Hwy Dept., Alamo, TN 38001",,,,Worker cutting down a tree was struck and killed by snapped tree limb.,05/07/11,,,05/04/11,"Crockett County Hwy Dept., Alamo, TN 38001",35.7830203,-89.139524
1949,"Donald Rhine, Corona, CA 92879",,,,Worker removing tape from a window was killed after falling 20 feet from a scaffold.,05/07/11,,,05/05/11,"Donald Rhine, Corona, CA 92879",33.8813831,-117.5378439
1950,"Great American Insulation, Inc., Taylor, TX 76574",,,,"Worker exited a delivery vehicle, rolled underneath it while it was still in motion, and was run over by the back wheels.",05/07/11,,,05/05/11,"Great American Insulation, Inc., Taylor, TX 76574",30.5654202,-97.4114286
1951,"Veolia Environmental Services, Alvin, TX 77512",,,,Worker cleaning an industrial boiler suffered fatal burns after slipping into a steam pit while filling five-gallon buckets with water.,05/07/11,,,05/06/11,"Veolia Environmental Services, Alvin, TX 77512",29.4187707,-95.2390673
1952,"International Bankshare Corp., San Antonio, TX 78207",,,,Worker walking on an elevated catwalk died when he fell nearly 12 feet through an unsecured access door.,05/14/11,,,02/28/11,"International Bankshare Corp., San Antonio, TX 78207",29.4273707,-98.49206149999999
1953,"AK Masonry LLC, Ogden, UT 84404",,,,Worker grouting wall was killed when he fell 50 feet from scaffold.,05/14/11,,,03/24/11,"AK Masonry LLC, Ogden, UT 84404",41.223,-111.9738304
1954,"Fred M. Schidwacter & Sons, Inc., Bronx, NY 10461",,,,Worker attempting to stop his oil truck from rolling was killed when he was caught underneath the truck.,05/14/11,,,04/13/11,"Fred M. Schidwacter & Sons, Inc., Bronx, NY 10461",40.839068,-73.840801
1955,"Ryan Companies US, Inc., Cedar Rapids, IA 52401",,,,Worker died after falling 109 feet from a guarded 8th floor roof.,05/14/11,,,05/03/11,"Ryan Companies US, Inc., Cedar Rapids, IA 52401",41.973235,-91.665426
1956,"Eller ITO, Miami, FL 33167",,,,Marine cargo worker was struck and killed by a trailer.,05/14/11,,,05/04/11,"Eller ITO, Miami, FL 33167",25.7787063,-80.1779954
1957,"G. T. Installation Services Inc., Key Biscayne, FL 33149",,,,"One worker killed and one injured after 1,000 pounds of glass panels they were unloading fell on top of them.",05/14/11,,,05/04/11,"G. T. Installation Services Inc., Key Biscayne, FL 33149",25.693713,-80.1628248
1958,"Jeff Watts Plaster & Stucco, Co., Long Boat Key, FL 34228",,,,Worker using a lift to patch stucco on a house was killed when he fell out of the lift and was crushed by the lift's box.,05/14/11,,,05/04/11,"Jeff Watts Plaster & Stucco, Co., Long Boat Key, FL 34228",27.3961382,-82.6321376
1959,"TRC Construction, Elko County, NV 89801",,,,Worker died after falling 28 feet through a hole-opening on the roof of a remodel project.,05/14/11,,,05/04/11,"TRC Construction, Elko County, NV 89801",41.1852816,-115.7575196
1960,"C.O. Delivery LLC., Henderson, CO 80640",,,,Delivery worker was killed inside a warehouse when his truck pinned him against another vehicle.,05/14/11,,,05/05/11,"C.O. Delivery LLC., Henderson, CO 80640",39.91445239999999,-104.8665909
1961,"Calloway Contracting, Inc., Jacksonville, FL 32221",,,,Worker holding a metal concrete slab hoisted by a crane was electrocuted when the crane touched an overhead powerline.,05/14/11,,,05/06/11,"Calloway Contracting, Inc., Jacksonville, FL 32221",30.428166,-81.56258
1962,"JA Alexander Inc., Kenilworth, NJ 07033",,,,Construction worker was killed after he was crushed by a machine's roller.,05/14/11,,,05/06/11,"JA Alexander Inc., Kenilworth, NJ 07033",40.7849233,-74.2001094
1963,"Contra Costa County, Richmond, CA 94801",,,,Worker died and tested positive for Legionnaires' disease.,05/14/11,,,05/09/11,"Contra Costa County, Richmond, CA 94801",37.9429522,-122.3900901
1964,"Futures Unlimited, Inc., Pontiac, IL 61764",,,,Worker was struck and killed by a forklift.,05/14/11,,,05/09/11,"Futures Unlimited, Inc., Pontiac, IL 61764",40.866371,-88.62647199999999
1965,"Sanderson Farms Inc., Hammond, LA 70404",,,,A tractor trailer driver was killed by a freight train while driving across railroad tracks.,05/14/11,,,05/09/11,"Sanderson Farms Inc., Hammond, LA 70404",30.5045711,-90.5083815
1966,"Uniqco Group, Tampa, FL 33619",,,,Worker was repairing a flat tire on a welding cart on a roof. He slipped and fell off the roof to the ground.,05/14/11,,,05/09/11,"Uniqco Group, Tampa, FL 33619",27.9363828,-82.37773349999999
1967,"Nabors Drilling, Williston, ND 58801",,,,"Worker walking out of a building, collapsed and died from possible electrocution.",05/14/11,,,05/10/11,"Nabors Drilling, Williston, ND 58801",48.1575515,-103.7358906
1968,"Sipp Trucking, Allen, TX 75013",,,,"Worker using a forklift to unload 2,100 pounds of rubber pipes from a flatbed truck was killed when the pipes slipped and fell on him.",05/14/11,,,05/10/11,"Sipp Trucking, Allen, TX 75013",33.1128019,-96.6958939
1969,"Harbor Point Mineral Products, Utica, NY 13502",,,,Worker died after being trapped in a silo.,05/14/11,,,05/11/11,"Harbor Point Mineral Products, Utica, NY 13502",43.106845,-75.215622
1970,"River Run Apartments, LLC, Macomb, IL 61455",,,,Worker repairing air conditioning units died from a heart attack; possibly heat-related.,05/14/11,,,05/11/11,"River Run Apartments, LLC, Macomb, IL 61455",40.47937599999999,-90.6769293
1971,"Smedley's Tree Service, Louisville, OH 44641",,,,Electrical worker cutting down a tree was killed when the hydraulic cylinder came loose causing him to fall 30-feet to the ground.,05/14/11,,,05/12/11,"Smedley's Tree Service, Louisville, OH 44641",40.853461,-81.2590111
1972,"William Grant Tank & Vessel, Inc., Henderson, TX 75652",,,,"Worker using a scaffold to gain access to a fabricated pressure vessel died after the scaffold dislodged, causing him to fall nearly 12 feet to the concrete floor.",05/14/11,,,05/12/11,"William Grant Tank & Vessel, Inc., Henderson, TX 75652",32.1728078,-94.8135727
1973,"Henrie Trucking, LLC, Kaysville, UT 84037",,,,Worker unloading dump truck was crushed when the truck's tailgate fell on his head and neck.,05/21/11,,,05/04/11,"Henrie Trucking, LLC, Kaysville, UT 84037",41.000248,-111.935479
1974,"Formation Plastics, Quinter, KS 67752",,,,Worker troubleshooting material being formed in a pressure former was killed when he was crushed between the press frame and the moving plate.,05/21/11,,,05/06/11,"Formation Plastics, Quinter, KS 67752",39.054088,-100.2397473
1975,"IL Dept. of Natural Resources, Morris, IL 60450",,,,Worker sitting on tractor bucket loader while taking a break was struck and killed by a car driven by park patron.,05/21/11,,,05/09/11,"IL Dept. of Natural Resources, Morris, IL 60450",41.3594471,-88.439092
1976,"Jose Ricardo Guerrero, Rose Hill, KS 67113",,,,Worker reroofing a residential structure died from an apparent heat stroke.,05/21/11,,,05/09/11,"Jose Ricardo Guerrero, Rose Hill, KS 67113",37.5583517,-97.1350405
1977,"Ramsey Oil, Hutchinson, KS 67501",,,,Worker cutting down a large tree died after the tree fell on him.,05/21/11,,,05/10/11,"Ramsey Oil, Hutchinson, KS 67501",38.0568929,-97.9539128
1978,"Roden Landscaping, Festus, MO 63028",,,,"Worker moving a trailer loaded with straw bales collapsed and died, possibly from heat stress.",05/21/11,,,05/11/11,"Roden Landscaping, Festus, MO 63028",38.2206101,-90.3959543
